Order Number,Purchase Confirmation Date
201709271792340,"20,170,928"
201709111502273,"20,170,911"
201709201670331,"20,171,012"
201709231717443,"20,170,925"
201709171614020,"20,170,922"
201709021278419,"20,170,909"
201709041319894,"20,170,908"
201709221702752,"20,170,925"
201709141565084,"20,171,002"
201709141562872,"20,170,927"
201709111504343,"20,170,913"
201709121519250,"20,170,913"
201709051358501,"20,170,905"
201709141572401,"20,170,920"
201709211686712,"20,170,921"
201709101488578,"20,170,915"
201709191659275,"20,170,927"
201709111499764,"20,170,911"
201709111497161,"20,170,918"
201709021290489,"20,170,909"
201709041314923,"20,170,904"
201709121533659,"20,170,912"
201709291824266,"20,170,929"
201709261763908,"20,171,003"
201709201671585,"20,171,003"
201709051348299,"20,170,905"
201709221705563,"20,170,922"
201709041316947,"20,170,912"
201709281812502,"20,170,928"
201709271781082,"20,171,006"
201709271778097,"20,171,023"
201709061393372,"20,170,914"
201709261774679,"20,170,926"
201709251753377,"20,171,001"
201709281798988,"20,171,009"
201709201671757,"20,170,922"
201709191658684,"20,170,927"
201709081433662,"20,170,914"
201709231717710,"20,170,923"
201709131546016,"20,170,920"
201709261774938,"20,171,002"
201709121531948,"20,170,920"
201709281803256,"20,171,005"
201709171623336,"20,170,926"
201709071405677,"20,170,909"
201710122024157,"20,171,016"
201710272235003,"20,171,101"
201710142049802,"20,171,021"
201710202143873,"20,171,020"
201710252202156,"20,171,026"
201710041893957,"20,171,004"
201710242194217,"20,171,031"
201710302261805,"20,171,030"
201710081947140,"20,171,017"
201710021857618,"20,171,004"
201710031878535,"20,171,010"
201710091963800,"20,171,017"
201710272235479,"20,171,027"
201710051905418,"20,171,011"
201710192128808,"20,171,022"
201710282237174,"20,171,101"
201710202133650,"20,171,020"
201710282245085,"20,171,111"
201710162075406,"20,171,016"
201710202146024,"20,171,020"
201710282244476,"20,171,028"
201710021858174,"20,171,002"
201710081951241,"20,171,008"
201710172094207,"20,171,024"
201710162075850,"20,171,021"
201710212150612,"20,171,021"
201710272225640,"20,171,027"
201710152065007,"20,171,020"
201710172101974,"20,171,023"
201710081958192,"20,171,013"
201710272230777,"20,171,101"
201707089346932,"20,170,714"
201707209944769,"20,170,725"
201707290317282,"20,170,730"
201707159719238,"20,170,715"
201707119515684,"20,170,720"
201707049134108,"20,170,704"
201707199870614,"20,170,719"
201707039066365,"20,170,703"
201707199874423,"20,170,723"
201707119544490,"20,170,717"
201707220022305,"20,170,722"
201707119527990,"20,170,719"
201707069247850,"20,170,714"
201707089331490,"20,170,708"
201707018903950,"20,170,701"
201707028956398,"20,170,702"
201707129597217,"20,170,718"
201707099416897,"20,170,711"
201707270197775,"20,170,803"
201707209949208,"20,170,720"
201707059164776,"20,170,801"
201707069194477,"20,170,712"
201707028946775,"20,170,707"
201707049140245,"20,170,712"
201707189834000,"20,170,718"
201707119533955,"20,170,712"
201707260192229,"20,170,726"
201707270193347,"20,170,727"
201707189854847,"20,170,718"
201707129599960,"20,170,712"
201707099401363,"20,170,711"
201707270230425,"20,170,727"
201707310365503,"20,170,731"
201707039041206,"20,170,711"
201707169751350,"20,170,725"
201707109426027,"20,170,710"
201707049095682,"20,170,704"
201707109461565,"20,170,710"
201707240072284,"20,170,724"
201707059153764,"20,170,706"
201707230049753,"20,170,728"
201707099392968,"20,170,709"
201707280269514,"20,170,809"
201706308853329,"20,170,708"
201707018926104,"20,170,701"
201707159722409,"20,170,719"
201707260152913,"20,170,726"
201707139643234,"20,170,719"
201707270217599,"20,170,727"
201707049141890,"20,170,706"
201707119523170,"20,170,714"
201707290296678,"20,170,729"
201707018935211,"20,170,701"
201707260156707,"20,170,726"
201708271146561,"20,170,827"
201708120787561,"20,170,819"
201708040539766,"20,170,804"
201708241086517,"20,170,825"
201708090699831,"20,170,809"
201708110755120,"20,170,811"
201708150881722,"20,170,817"
201708060604393,"20,170,806"
201708140834866,"20,170,814"
201708221048420,"20,170,822"
201708311247526,"20,170,831"
201708180940247,"20,170,823"
201708301213864,"20,170,830"
201708311250428,"20,170,831"
201708160887427,"20,170,816"
201708090697119,"20,170,819"
201708020477642,"20,170,831"
201708210995741,"20,170,823"
201708120790710,"20,170,812"
201708281184003,"20,170,828"
201708060589733,"20,170,812"
201708070619038,"20,170,808"
201708080673687,"20,170,808"
201708241092468,"20,170,824"
201708060584268,"20,170,811"
201708190967692,"20,170,819"
201708170924043,"20,170,817"
201708190960851,"20,170,819"
201708291203859,"20,170,830"
201708010400403,"20,170,809"
201708050554620,"20,170,805"
201708221050543,"20,170,822"
201708261133506,"20,170,827"
201708100733465,"20,170,810"
201708180952193,"20,170,818"
201708261140245,"20,170,826"
201708291191956,"20,170,829"
201708251104285,"20,170,828"
201708030485249,"20,170,803"
201708080655521,"20,170,808"
201708030483346,"20,170,803"
201708261136872,"20,170,826"
201708020441625,"20,170,802"
201708190961523,"20,170,822"
201708160906705,"20,170,816"
201708100722775,"20,170,810"
201708180939858,"20,170,818"
201708080652835,"20,170,808"
201708040546287,"20,170,812"
201708291189849,"20,170,829"
201708221057401,"20,170,822"
201709191647398,"20,170,927"
201708311254920,"20,170,914"
201709151589511,"20,170,926"
201709101478139,"20,170,910"
201709261773515,"20,171,003"
201709241733467,"20,170,929"
201709091470849,"20,170,916"
201709191661200,"20,171,004"
201709081427369,"20,170,908"
201709271789824,"20,171,004"
201709181641787,"20,170,923"
201709291818420,"20,171,002"
201709021284571,"20,170,908"
201709071418910,"20,170,914"
201709291825581,"20,170,929"
201709281809776,"20,170,928"
201709041322826,"20,170,908"
201709171612980,"20,170,917"
201709191650050,"20,170,926"
201709071417939,"20,170,907"
201709051366096,"20,170,907"
201709141563250,"20,170,914"
201709181625959,"20,170,926"
201709041319807,"20,170,912"
201709141558773,"20,170,918"
201709231713204,"20,170,923"
201709271789424,"20,171,003"
201709281806392,"20,171,002"
201709191655713,"20,170,927"
201709161601039,"20,170,923"
201709211693671,"20,170,921"
201709301840943,"20,171,004"
201709111511793,"20,170,911"
201709271788749,"20,171,004"
201709241727124,"20,170,924"
201709101489106,"20,170,910"
201709171609845,"20,170,926"
201709051372083,"20,170,908"
201708301227079,"20,170,908"
201709051355373,"20,170,911"
201709051369940,"20,170,914"
201709141558585,"20,170,914"
201709061399338,"20,170,906"
201709031304453,"20,170,913"
201709021285383,"20,170,912"
201709261766858,"20,171,005"
201709141558328,"20,170,916"
201708291207676,"20,170,912"
201709241733542,"20,170,930"
201709281798827,"20,171,004"
201710162078161,"20,171,025"
201710212150474,"20,171,028"
201710232176345,"20,171,027"
201710142053457,"20,171,024"
201710212152850,"20,171,021"
201710101981103,"20,171,011"
201710101976694,"20,171,011"
201710071942334,"20,171,014"
201710202140370,"20,171,020"
201710272231378,"20,171,108"
201710071943142,"20,171,007"
201710292253014,"20,171,029"
201710272233168,"20,171,027"
201710222159176,"20,171,101"
201710101991926,"20,171,010"
201710292252608,"20,171,107"
201710091959304,"20,171,009"
201710172099661,"20,171,017"
201710122019232,"20,171,019"
201710112012084,"20,171,018"
201710112000818,"20,171,018"
201710051910038,"20,171,014"
201710031874930,"20,171,007"
201710122026148,"20,171,017"
201710312283792,"20,171,031"
201710232169281,"20,171,028"
201710112009845,"20,171,011"
201710021860019,"20,171,002"
201710061920576,"20,171,011"
201710302261801,"20,171,107"
201707079273257,"20,170,718"
201707079276837,"20,170,714"
201707069223527,"20,170,710"
201707260162051,"20,170,802"
201706308873854,"20,170,720"
201707220022919,"20,170,722"
201707139613833,"20,170,713"
201707189845216,"20,170,718"
201707028961498,"20,170,710"
201707018930189,"20,170,701"
201707240076960,"20,170,724"
201707069217975,"20,170,711"
201707028987093,"20,170,702"
201707079296688,"20,170,707"
201707310370316,"20,170,731"
201707129561590,"20,170,712"
201707159721832,"20,170,721"
201707209929445,"20,170,726"
201707169765822,"20,170,716"
201707209931335,"20,170,720"
201707109448970,"20,170,712"
201707250149416,"20,170,725"
201707049131154,"20,170,704"
201707290298334,"20,170,729"
201707039073610,"20,170,706"
201707069197746,"20,170,706"
201707240070369,"20,170,724"
201707199900155,"20,170,719"
201707049132847,"20,170,704"
201707059172681,"20,170,720"
201707209911680,"20,170,722"
201707139650110,"20,170,719"
201707280279440,"20,170,728"
201707270224987,"20,170,803"
201706308880051,"20,170,708"
201707250141243,"20,170,725"
201707079264040,"20,170,711"
201707310355866,"20,170,731"
201707069184547,"20,170,706"
201707018913286,"20,170,701"
201707109464787,"20,170,715"
201706238529632,"20,170,701"
201707270222181,"20,170,727"
201707139645105,"20,170,713"
201707270209168,"20,170,727"
201707129547449,"20,170,720"
201707049080810,"20,170,704"
201707109470224,"20,170,718"
201707089324950,"20,170,714"
201707199877404,"20,170,726"
201707039024702,"20,170,704"
201707270229318,"20,170,727"
201707109446473,"20,170,710"
201708010427850,"20,170,803"
201708180946298,"20,170,828"
201708160906341,"20,170,816"
201708010429091,"20,170,801"
201708160889238,"20,170,825"
201708120786475,"20,170,812"
201708150872546,"20,170,815"
201708140834754,"20,170,822"
201708221033153,"20,170,822"
201708140831729,"20,170,814"
201708231068835,"20,170,823"
201708160901011,"20,170,825"
201708231073147,"20,170,823"
201708040544762,"20,170,810"
201708010426784,"20,170,801"
201708060586455,"20,170,806"
201708010429472,"20,170,801"
201708050578920,"20,170,809"
201708120801808,"20,170,823"
201708200980070,"20,170,825"
201708050573077,"20,170,817"
201708030505010,"20,170,803"
201708261137050,"20,170,826"
201708060602997,"20,170,806"
201708020460457,"20,170,802"
201708130821694,"20,170,813"
201708200985978,"20,170,823"
201708100733851,"20,170,810"
201708170923688,"20,170,817"
201708170914390,"20,170,825"
201708010412781,"20,170,809"
201708170924243,"20,170,817"
201708020446207,"20,170,831"
201708251124135,"20,170,825"
201708020464712,"20,170,809"
201708100721690,"20,170,810"
201708140856530,"20,170,815"
201708231076328,"20,170,823"
201708040536143,"20,170,804"
201707310376038,"20,170,808"
201708301211911,"20,170,830"
201708251107215,"20,170,825"
201708050571051,"20,170,805"
201708070611937,"20,170,807"
201708110778904,"20,170,811"
201708211003444,"20,170,821"
201708221050814,"20,170,822"
201708241082612,"20,170,824"
201708200990265,"20,170,820"
201708090690565,"20,170,809"
201708221043146,"20,170,906"
201708040528115,"20,170,804"
201708020477346,"20,170,802"
201709071413822,"20,170,913"
201709131539198,"20,170,917"
201709131555390,"20,170,913"
201709141569133,"20,170,921"
201709051375881,"20,170,905"
201709271779340,"20,171,004"
201709111500773,"20,170,919"
201709271784965,"20,170,927"
201709021283040,"20,170,912"
201709111504474,"20,170,911"
201709031309448,"20,170,913"
201709131548852,"20,170,919"
201709081433319,"20,170,908"
201709041321800,"20,170,909"
201709121532992,"20,170,912"
201709271793661,"20,171,004"
201709181634549,"20,170,923"
201709091471240,"20,170,912"
201709291825653,"20,171,005"
201709271784718,"20,170,930"
201709111509076,"20,170,911"
201709071418349,"20,170,915"
201709111504861,"20,170,914"
201709051371854,"20,170,907"
201709191646954,"20,170,919"
201709171616937,"20,170,917"
201709251746965,"20,170,925"
201709211686377,"20,170,921"
201709021293943,"20,170,908"
201709241727265,"20,170,930"
201709081432650,"20,170,920"
201709031312550,"20,170,905"
201709151576324,"20,170,915"
201709271789512,"20,170,927"
201709301838302,"20,171,010"
201709191652177,"20,170,927"
201709221698611,"20,170,922"
201709191650841,"20,170,926"
201709151580765,"20,170,920"
201709281809343,"20,171,005"
201709291819240,"20,170,929"
201709081429346,"20,170,913"
201709201674956,"20,171,003"
201709261772210,"20,171,001"
201709281815236,"20,171,004"
201709161605834,"20,170,916"
201709041327594,"20,170,908"
201709221699721,"20,170,925"
201708311251372,"20,170,906"
201709261761347,"20,170,930"
201709271786244,"20,171,006"
201710112006767,"20,171,018"
201710051904395,"20,171,009"
201710061924425,"20,171,006"
201710202136524,"20,171,026"
201710292255787,"20,171,029"
201710071937334,"20,171,007"
201710262211340,"20,171,028"
201710242190530,"20,171,025"
201710222167244,"20,171,026"
201710252197964,"20,171,031"
201710292254909,"20,171,029"
201710302263307,"20,171,104"
201710272233794,"20,171,027"
201709271792967,"20,171,006"
201710272232956,"20,171,027"
201710242185692,"20,171,031"
201710262218370,"20,171,102"
201710292257196,"20,171,108"
201710172102082,"20,171,024"
201710061920448,"20,171,012"
201710061922267,"20,171,006"
201710101995965,"20,171,010"
201710212149952,"20,171,031"
201710051917955,"20,171,011"
201710172091304,"20,171,017"
201710021867223,"20,171,005"
201710182104408,"20,171,108"
201710272226340,"20,171,027"
201707069186276,"20,170,710"
201707209923570,"20,170,823"
201707099404863,"20,170,713"
201707069220635,"20,170,711"
201707280278907,"20,170,728"
201707250121759,"20,170,725"
201707179803044,"20,170,717"
201707039019333,"20,170,703"
201707099379387,"20,170,714"
201707270214757,"20,170,803"
201707028983085,"20,170,707"
201707079291513,"20,170,707"
201707149685956,"20,170,714"
201707109469423,"20,170,710"
201707159716505,"20,170,725"
201707028959554,"20,170,705"
201707280280152,"20,170,802"
201707199907899,"20,170,719"
201707079273229,"20,170,707"
201707079312979,"20,170,707"
201707099402156,"20,170,714"
201707230047979,"20,170,723"
201707018896923,"20,170,706"
201707149666809,"20,170,718"
201707139612635,"20,170,713"
201707109431134,"20,170,710"
201707270225507,"20,170,727"
201707240080425,"20,170,725"
201707089352795,"20,170,711"
201707049079938,"20,170,711"
201707240069466,"20,170,724"
201707069191166,"20,170,712"
201707018883748,"20,170,707"
201707280271573,"20,170,728"
201707199908053,"20,170,726"
201707109446014,"20,170,719"
201707159719706,"20,170,715"
201707179782046,"20,170,717"
201707159704391,"20,170,718"
201707028982524,"20,170,708"
201707219961170,"20,170,726"
201707270232964,"20,170,727"
201707049117079,"20,170,704"
201707099394914,"20,170,712"
201707159739060,"20,170,716"
201707280257060,"20,170,802"
201707028963905,"20,170,708"
201707199874748,"20,170,726"
201707069223201,"20,170,706"
201707069226536,"20,170,706"
201707290303371,"20,170,729"
201708211016585,"20,170,826"
201708281163514,"20,170,906"
201708130804627,"20,170,813"
201708200975335,"20,170,820"
201708231064642,"20,170,829"
201708020476465,"20,170,802"
201708110756715,"20,170,811"
201708050567540,"20,170,808"
201708311242992,"20,170,831"
201708231060701,"20,170,823"
201708100738354,"20,170,810"
201708170920821,"20,170,824"
201708271156838,"20,170,905"
201708150864855,"20,170,819"
201708170921869,"20,170,817"
201708040542713,"20,170,804"
201708040550013,"20,170,804"
201708070646015,"20,170,807"
201708070627741,"20,170,807"
201708301226944,"20,170,904"
201708030513096,"20,170,809"
201708221036519,"20,170,823"
201708070632889,"20,170,807"
201708180953649,"20,170,818"
201708010428649,"20,170,809"
201708080673192,"20,170,808"
201708080659567,"20,170,808"
201708160895262,"20,170,819"
201708241096289,"20,170,824"
201708261144178,"20,170,826"
201708080661970,"20,170,815"
201708180933581,"20,170,818"
201708030481253,"20,170,808"
201708110774499,"20,170,811"
201708140832781,"20,170,817"
201708130809147,"20,170,819"
201708231072852,"20,170,826"
201708110774458,"20,170,811"
201708010416907,"20,170,801"
201708140851497,"20,170,814"
201708200981287,"20,170,820"
201707310373101,"20,170,812"
201708080652231,"20,170,808"
201708291205375,"20,170,829"
201708261140603,"20,170,826"
201708110770642,"20,170,812"
201708020454146,"20,170,802"
201708311254987,"20,170,831"
201708070632479,"20,170,807"
201708190966430,"20,170,819"
201708301223649,"20,170,830"
201708301211225,"20,170,830"
201708020469902,"20,170,802"
201708020474238,"20,170,802"
201708110778489,"20,170,815"
201709161595785,"20,170,922"
201709021278829,"20,170,902"
201709261776314,"20,170,926"
201709131543402,"20,170,918"
201709051375139,"20,170,913"
201709121521299,"20,170,919"
201709151584659,"20,170,915"
201709061384962,"20,170,920"
201709081423682,"20,170,913"
201709031310769,"20,170,909"
201709191653735,"20,170,926"
201709161596956,"20,170,916"
201709031310898,"20,170,903"
201709101487252,"20,170,910"
201709261770295,"20,170,930"
201709071416491,"20,170,907"
201709121522655,"20,170,916"
201709251753653,"20,170,930"
201709111496901,"20,170,913"
201709161603769,"20,170,916"
201709021294861,"20,170,903"
201709061388617,"20,170,913"
201709051353685,"20,171,004"
201709021279174,"20,170,902"
201709221701918,"20,170,922"
201709151579015,"20,170,920"
201709271795087,"20,171,004"
201709141559141,"20,171,011"
201709251758659,"20,170,925"
201709161601572,"20,170,916"
201709121530445,"20,170,912"
201709061400883,"20,170,921"
201709111507279,"20,170,915"
201709231719150,"20,170,923"
201709081427604,"20,170,914"
201709121516929,"20,170,916"
201709081440714,"20,170,911"
201709241739471,"20,171,004"
201709141558677,"20,170,920"
201709061380407,"20,170,928"
201709141560880,"20,170,919"
201709141570426,"20,170,914"
201709021291717,"20,170,913"
201709191652838,"20,170,922"
201709301835121,"20,170,930"
201709031306674,"20,170,904"
201709091476982,"20,170,915"
201709061395882,"20,170,911"
201709171613298,"20,170,926"
201710222159333,"20,171,027"
201710132040540,"20,171,019"
201710202139642,"20,171,025"
201710262217593,"20,171,101"
201710101983230,"20,171,017"
201710182116623,"20,171,025"
201710162080588,"20,171,025"
201710172091032,"20,171,024"
201710021864613,"20,171,004"
201710192127379,"20,171,025"
201710162085405,"20,171,024"
201710091968621,"20,171,013"
201710112008281,"20,171,017"
201710262222069,"20,171,026"
201710302269129,"20,171,030"
201710242195840,"20,171,030"
201710172089754,"20,171,023"
201710212149319,"20,171,027"
201710282241163,"20,171,102"
201710021870361,"20,171,002"
201710272225068,"20,171,103"
201710011849179,"20,171,005"
201710232182317,"20,171,023"
201710031878040,"20,171,010"
201710162077969,"20,171,016"
201710142048962,"20,171,014"
201710081957587,"20,171,017"
201710142052558,"20,171,025"
201710312274409,"20,171,108"
201710091960193,"20,171,009"
201707290291335,"20,170,805"
201707240090860,"20,170,728"
201707079273060,"20,170,714"
201707018918043,"20,170,706"
201707049088617,"20,170,704"
201707109474658,"20,170,710"
201707049086929,"20,170,704"
201707219958125,"20,170,721"
201707109464136,"20,170,712"
201707179814284,"20,170,725"
201707039040337,"20,170,705"
201707099393644,"20,170,719"
201707199879507,"20,170,728"
201707079297686,"20,170,707"
201707230046951,"20,170,723"
201707290295502,"20,170,729"
201707059146202,"20,170,712"
201707300331414,"20,170,801"
201707039046244,"20,170,703"
201707300349473,"20,170,730"
201707079299937,"20,170,707"
201707099413777,"20,170,709"
201707209920190,"20,170,720"
201707169755606,"20,170,716"
201707028982383,"20,170,702"
201707219967449,"20,170,721"
201707028973764,"20,170,702"
201707149699572,"20,170,714"
201706298816995,"20,170,718"
201707220015652,"20,170,801"
201707250138683,"20,170,727"
201707049123247,"20,170,704"
201707018933929,"20,170,708"
201707189848298,"20,170,809"
201707199882250,"20,170,719"
201707139643379,"20,170,713"
201707109467048,"20,170,713"
201707189832484,"20,170,726"
201707039004948,"20,170,705"
201707089371507,"20,170,708"
201706298772203,"20,170,714"
201707189853658,"20,170,725"
201707220007431,"20,170,724"
201707119522712,"20,170,711"
201707018889186,"20,170,701"
201707169758781,"20,170,722"
201707119507855,"20,170,719"
201707189830127,"20,170,718"
201707069202490,"20,170,712"
201707079277542,"20,170,713"
201707199900481,"20,170,719"
201707099394069,"20,170,718"
201707109463916,"20,170,719"
201708110759282,"20,170,816"
201708100732063,"20,170,911"
201708080659005,"20,170,808"
201708180943113,"20,170,824"
201708281164206,"20,170,906"
201708070624008,"20,170,812"
201708211001569,"20,170,821"
201708080654330,"20,170,808"
201708070644815,"20,170,815"
201708180943697,"20,170,818"
201708200989105,"20,170,820"
201708241087047,"20,170,914"
201708080663318,"20,170,815"
201708160891797,"20,170,824"
201708170907535,"20,170,817"
201708180941526,"20,170,818"
201708130816259,"20,170,813"
201708090713927,"20,170,816"
201708140831218,"20,170,822"
201708190954465,"20,170,824"
201708281168767,"20,170,828"
201708210995971,"20,170,821"
201708110767336,"20,170,813"
201708200985051,"20,170,820"
201708060606593,"20,170,806"
201708271152121,"20,170,827"
201708010415439,"20,170,801"
201708301232301,"20,170,830"
201708010400386,"20,170,905"
201708301213830,"20,170,830"
201708090687028,"20,170,809"
201708020458316,"20,170,809"
201708150881807,"20,170,815"
201708030488903,"20,170,804"
201708040525903,"20,170,809"
201708120791394,"20,170,812"
201708030505838,"20,170,815"
201708130807649,"20,170,813"
201708311245104,"20,170,831"
201708231061598,"20,170,823"
201708211000760,"20,170,821"
201708110753483,"20,170,811"
201708090690925,"20,170,809"
201708030499052,"20,170,803"
201708221037955,"20,170,822"
201708010413733,"20,170,808"
201708130816833,"20,170,813"
201708251115876,"20,170,825"
201708140834357,"20,170,814"
201708200976340,"20,170,820"
201708010406984,"20,170,805"
201708241086513,"20,170,824"
201708060602345,"20,170,806"
201708311238636,"20,170,831"
201709021293550,"20,170,907"
201709111507248,"20,170,911"
201709171612364,"20,170,917"
201709131547518,"20,170,920"
201709231724731,"20,170,928"
201709091462787,"20,170,909"
201709211685295,"20,170,921"
201709201671504,"20,170,929"
201709181627078,"20,170,923"
201709141573318,"20,170,918"
201709161593955,"20,170,919"
201709261776624,"20,170,929"
201709131554762,"20,170,920"
201709201663683,"20,170,927"
201709031303483,"20,170,904"
201709091468140,"20,170,909"
201709011257975,"20,170,901"
201709111514901,"20,170,915"
201709271780392,"20,171,002"
201709261769934,"20,171,003"
201709241737275,"20,170,924"
201709291827382,"20,171,004"
201709181628551,"20,170,918"
201709211682328,"20,170,928"
201709021279610,"20,170,911"
201709111505947,"20,171,005"
201709061400146,"20,170,912"
201709171616395,"20,170,917"
201709231726497,"20,170,929"
201709081426669,"20,170,914"
201709291816269,"20,170,929"
201709061382609,"20,170,907"
201709261775651,"20,171,018"
201709291827898,"20,171,019"
201709011265078,"20,170,901"
201709031299070,"20,170,906"
201709131536245,"20,170,915"
201709071416351,"20,170,914"
201709181632952,"20,170,918"
201709071419237,"20,170,911"
201709091463572,"20,170,914"
201709081434078,"20,170,908"
201709041321968,"20,170,911"
201709251754649,"20,170,930"
201709301839391,"20,170,930"
201709281810233,"20,171,004"
201709091466394,"20,170,909"
201709081438504,"20,170,914"
201710312276340,"20,171,102"
201710202139301,"20,171,101"
201710081951764,"20,171,008"
201710021861322,"20,171,006"
201710272227039,"20,171,103"
201710021871242,"20,171,011"
201710051907204,"20,171,014"
201710152062211,"20,171,025"
201710101989658,"20,171,018"
201710061925930,"20,171,012"
201710182115656,"20,171,018"
201710272227566,"20,171,103"
201710011855043,"20,171,001"
201710172100362,"20,171,025"
201710252204647,"20,171,025"
201710312279465,"20,171,103"
201710051903212,"20,171,008"
201710122014864,"20,171,017"
201710081951841,"20,171,008"
201710031873670,"20,171,006"
201710101991482,"20,171,010"
201710292250064,"20,171,107"
201710272226210,"20,171,027"
201710162082872,"20,171,021"
201710312271898,"20,171,106"
201710202144229,"20,171,020"
201710192125974,"20,171,026"
201710232181708,"20,171,031"
201710091965704,"20,171,012"
201710232170525,"20,171,031"
201707209931656,"20,170,720"
201707310389706,"20,170,731"
201707129570422,"20,170,712"
201707099384799,"20,170,714"
201707129579337,"20,170,712"
201707079302729,"20,170,707"
201707079274606,"20,170,712"
201707290295298,"20,170,806"
201707230050442,"20,170,723"
201707089328997,"20,170,712"
201707018919324,"20,170,712"
201707018936572,"20,170,703"
201707220016062,"20,170,722"
201707209937590,"20,170,720"
201707049118568,"20,170,711"
201707159720756,"20,170,718"
201707159727344,"20,170,715"
201707189863702,"20,170,722"
201707109478759,"20,170,710"
201707229994746,"20,170,728"
201707139611672,"20,170,713"
201707159733652,"20,170,719"
201707270213408,"20,170,727"
201707179806677,"20,170,717"
201707109473336,"20,170,710"
201707069182923,"20,170,706"
201707209911231,"20,170,720"
201707069240835,"20,170,706"
201707079256973,"20,170,707"
201707179798260,"20,170,718"
201707129590569,"20,170,719"
201707028967115,"20,170,702"
201707119538613,"20,170,717"
201707049099664,"20,170,704"
201707119493447,"20,170,711"
201707189824776,"20,170,718"
201707280243542,"20,170,728"
201707129549420,"20,170,719"
201707109456640,"20,170,715"
201707300334309,"20,170,730"
201707280271086,"20,170,728"
201707220014954,"20,170,722"
201707230058003,"20,170,723"
201706268652590,"20,170,712"
201707189838507,"20,170,726"
201707129578376,"20,170,712"
201707280266643,"20,170,803"
201707189836224,"20,170,718"
201707250117165,"20,170,725"
201707220021788,"20,170,723"
201708210995506,"20,170,824"
201708010419190,"20,170,808"
201708090697895,"20,170,809"
201708020451592,"20,170,807"
201708090686110,"20,170,816"
201708070641432,"20,170,807"
201708140846269,"20,170,814"
201708040532179,"20,170,810"
201708180946228,"20,170,818"
201708160899693,"20,170,816"
201708251113239,"20,170,825"
201708090690999,"20,170,809"
201708070643129,"20,170,807"
201708090706660,"20,170,814"
201708050559963,"20,170,805"
201708020464598,"20,170,802"
201708130821681,"20,170,817"
201708211008046,"20,170,825"
201708020445639,"20,170,811"
201708231066002,"20,170,830"
201708291197228,"20,170,830"
201708120794203,"20,170,812"
